ID,8,11,12,13,14,15,19,20,21,22,23,24,25,27,28,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,70,98,99,102,103,126,127,128,129,130,132,133,480,481,482,483,511,512,513,514,515,516,517,518,519,521,522,523,524,525,526,527,528,529,592,593,594,595,832,856,857,859,860,862,863,877,878,879,880,881,882,883,884,885,886,887,888,889,890,892,893,894,895,896,897,898,900,901,902,903,906,907,908,909,910,911,913,914,915,916,917,918,919,920,921,922,923,924,925,926,927,928,929,930,931,932,933,934,935,936,937,938,939,940,941,942,943,946
595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,430,1221,4035,4849,5149,1,5758,3752,508,20697,29434,89,16879,17470,49971,0,0,149,533,683,5312,5491,8227,21890,10321,0,9395,0,13208,16198,0,9866,0,2564,3158,4416,16,14,22834,47958,6587,1,0,21889,23846,18224,26210,8219,237,47,33,0,80,5,4,0,11,0,26,0,80,64,56,0,0,15,12,57,91,914,0,0,0,0,0,106,861,1660,2411,101,409,19938,2290,0,295,1,0,973,190,214,26,59,366,8,75,83,5123,0,7914,2768,12051,0,0,31,26,13,68,1749,1591,329,268,565,846,14,1,0,4,111,135,31,107,394,235,257,100,0,30,4,125,413,138,332,228,1,24,0,13,26,253,3,153,877,35260,0,4
856,511,916,5352,9259,7653,5,8775,9434,890,131592,329703,57714,3834,516,845,0,0,7,15,11,99,88,122,761,202,0,117,0,189,137,0,61,0,8,15,54,71,14,67332,4478,146,2,0,242,213,143,304,129,21,108,66,0,218,14,7,0,25,0,98,0,184,139,86,1,0,33,17,110,68,1383,0,0,0,0,0,682,20266,1234883,196066,16745,95867,1729523,3074,0,753,2,0,1415,377,844,65,180,1790,90,451,400,1627,0,888,631,4104,0,0,43,31,6,140,23,35,25,5,33,39,71,5,0,6,239,165,94,827,802,389,686,167,0,47,9,2,73,33,105,83,26,59,0,49,51,619,11,12,12,1349,0,15
857,1861,2088,12281,9099,7057,4,16470,6929,1361,16892,56816,7293,1813,2556,4976,0,0,15,56,127,617,449,767,5047,462,0,706,0,1078,1255,0,563,0,138,153,493,19,26,54330,24102,104,1,0,1837,1610,1490,1986,961,33,95,52,0,317,5,11,0,25,0,92,0,232,301,132,0,0,24,30,134,180,5523,0,0,0,0,0,3294,1292649,4942,149145,2845,10501,179793,1897,0,541,0,0,1432,419,336,8,77,731,18,155,197,894,0,3487,4195,21928,0,0,75,101,18,424,171,107,22,27,75,135,45,2,0,4,483,226,140,174,708,530,598,128,0,66,6,8,157,82,274,373,15,36,0,26,34,766,1,30,126,9445,0,18
859,1574,2270,6648,5350,3029,2,4490,4125,2524,9615,9509,2324,30238,7601,10566,0,0,35,149,102,909,1630,1905,4940,1014,0,1431,0,1355,2332,0,967,0,203,404,679,36,28,15377,19363,453,6,0,3696,5268,2040,3602,2136,58,240,148,0,667,11,18,0,49,0,163,0,406,264,243,3,0,32,100,395,514,6028,0,0,0,0,0,8130,351086,202374,1442,1257,1083,109005,3904,0,400,0,0,431,100,110,6,34,188,10,54,41,20372,0,954,742,7468,0,0,65,86,17,281,553,336,66,51,150,198,166,2,0,0,396,267,65,179,670,407,492,84,0,40,3,19,185,118,400,662,17,51,0,19,52,622,5,92,171,9383,0,21
860,92,178,486,267,648,0,359,413,215,1902,1309,216,1292,316,676,0,0,1,9,9,57,140,99,217,37,0,74,0,122,127,0,63,0,18,23,26,3,2,1925,1262,38,0,0,181,275,203,251,95,3,15,4,0,24,1,1,0,6,0,6,0,18,12,15,0,0,3,1,25,14,156,0,0,0,0,0,656,36931,4536,1912,160,1689,7759,392,0,35,0,0,79,21,11,0,2,15,0,1,1,708,0,118,67,808,0,0,2,2,4,10,22,40,1,5,10,13,14,0,0,0,32,28,11,13,48,30,47,6,0,3,1,0,15,5,26,31,1,2,0,5,8,63,0,3,15,541,0,0
862,1602,1388,4394,3946,2880,1,3324,2070,1522,6535,7363,453,12881,2594,6554,0,0,28,69,103,996,1684,1813,3082,368,0,798,0,737,1335,0,629,0,182,139,505,21,5,10161,6643,129,0,0,1918,2745,1278,2038,992,15,357,100,0,646,4,9,0,21,0,194,0,222,157,162,0,0,33,69,545,298,5580,0,0,0,0,0,2874,321668,33491,3326,622,350,65002,3885,0,162,0,0,237,31,13,1,7,66,2,18,3,4357,0,566,219,1667,0,0,63,52,4,211,260,199,48,52,51,143,86,1,0,2,169,234,42,146,492,697,166,45,0,26,0,48,94,129,203,639,3,40,0,36,16,369,0,48,132,5959,0,8
863,9760,8283,27595,28250,15494,4,15042,7981,9645,20156,36213,614,36932,33368,34645,0,0,175,662,1191,5074,6351,10601,125117,21667,0,6814,0,11525,8614,0,3642,0,983,1683,3041,76,64,61884,56596,1830,16,0,11135,17540,13652,13274,11535,222,1100,829,0,3726,62,90,0,365,0,727,0,2926,1644,1456,27,0,418,738,1449,1530,113291,0,0,0,0,0,21583,1445220,105762,40840,1643,4229,1371,36187,0,2121,0,0,1069,95,21,2,7,23,2,10,7,16424,0,2557,3592,5042,0,0,552,989,30,5233,2419,1425,511,382,669,2421,908,7,0,7,1113,768,445,1009,2753,1559,1426,242,0,65,8,157,870,676,1389,2387,23,44,0,58,42,1177,5,396,1035,128983,0,36
877,2103,4218,29305,127523,103670,84247,45,32521,4081,40,53906,589,2982,1195,2087,0,0,5,35,48,188,240,333,5557,194,0,397,0,1029,466,0,337,0,56,87,239,230,68,66333,18591,66,15,0,1180,605,624,525,461,15,339,226,0,976,23,40,0,63,0,197,0,1019,719,465,1,0,101,154,269,254,3881,0,0,0,0,0,3480,2035,1961,2739,305,1736,64064,763,0,64396,41,0,462613,43419,91504,5648,14188,171128,6321,33614,66483,1740,0,2755,11306,70155,0,0,119,57,18,234,112,60,87,60,124,305,240,10,2,119,506,393,131,674,1778,586,1369,239,0,134,22,38,402,266,449,425,24,130,0,83,139,1480,37,88,107,9209,0,45
878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,1694,3179,4081,4384,2768,1942,13,1255,1934,11,11467,87,3098,949,1710,0,0,0,9,2,62,217,253,1165,78,0,101,0,261,551,0,194,0,60,79,130,40,40,4454,6646,48,1,0,549,702,292,360,411,8,338,106,0,414,7,13,0,26,0,109,0,347,238,169,0,0,31,44,179,176,1747,0,0,0,0,0,1363,1233,1361,589,29,149,6571,89447,0,32,0,0,10,2,0,1,1,0,0,0,0,1085,0,1166,1177,8845,0,0,87,20,4,194,65,46,33,59,111,280,105,1,0,3,466,248,148,123,388,141,202,42,0,18,1,18,281,162,250,412,3,13,0,11,25,323,6,95,86,3523,0,4
880,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,27,0,0,22,0,16514,3631,1830,147,448,4834,221,1045,1797,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,8368,8062,8356,10998,5499,17638,0,1866,9524,5,15078,35,7070,1808,2844,0,0,6,14,12,181,503,764,1670,434,0,266,0,367,782,0,396,0,118,247,610,117,167,5200,10963,65,25,0,915,1538,553,820,621,6,1391,1135,0,3158,34,81,0,244,0,802,0,2606,1161,945,7,0,205,381,1088,1006,13022,0,0,0,0,0,3058,1736,2372,424,61,78,2039,490755,0,12,9674,0,558,6139,5286,371,1661,9448,577,3462,8128,1369,0,1496,2292,8021,0,0,356,299,55,995,151,152,28,21,103,561,1113,9,3,20,1022,1165,231,420,1211,1230,218,45,0,23,11,93,780,680,1327,2561,6,30,0,42,45,864,20,294,98,4270,0,10
883,2684,3064,1830,3956,1481,4962,1,1538,2913,1,3496,5,1805,443,1067,0,0,0,5,3,175,553,1145,428,36,0,37,0,71,421,0,130,0,62,682,91,11,13,1442,2015,77,1,0,175,952,238,970,438,1,273,85,0,362,6,3,0,17,0,127,0,389,301,113,1,0,13,49,345,809,1454,0,0,0,0,0,814,274,1121,86,6,11,117,33204,0,0,1373,0,3814,65,1306,884,339,1279,95,372,890,271,0,465,890,1062,0,0,90,32,7,192,201,143,20,2,72,246,57,2,0,0,370,880,112,84,153,789,20,1,0,5,0,116,167,290,349,841,0,2,0,24,6,40,0,178,32,1245,0,0
884,3030,2101,2520,4006,2629,8603,1,1425,2939,2,7994,14,2629,1084,1859,0,0,3,11,16,203,316,1267,1562,126,0,157,0,208,891,0,168,0,74,109,158,55,35,4886,4788,154,2,0,450,1124,823,1295,675,3,540,179,0,737,13,20,0,45,0,238,0,588,403,317,4,0,55,132,587,529,6435,0,0,0,0,0,1611,1127,1742,181,7,9,235,158528,0,5,2255,0,5946,1607,141,570,424,18122,655,1530,4255,663,0,382,508,3725,0,0,123,88,5,579,517,73,45,14,58,324,131,2,0,0,309,424,46,65,447,870,38,10,0,5,1,65,381,454,487,1288,1,2,0,3,11,155,14,164,47,4129,0,13
885,213,240,212,292,142,618,0,262,106,0,753,1,163,66,172,0,0,0,2,1,9,68,21,68,14,0,4,0,39,55,0,5,0,3,10,5,1,1,293,266,3,0,0,53,66,36,126,23,2,42,5,0,36,0,0,0,2,0,16,0,54,16,14,0,0,3,5,23,23,199,0,0,0,0,0,106,48,51,17,0,2,16,10935,0,0,122,0,580,341,1173,2,495,10423,701,972,971,36,0,30,72,124,0,0,14,3,0,3,16,2,3,2,1,40,1,0,0,0,15,8,0,1,9,3,2,0,0,0,0,2,13,8,24,88,0,0,0,2,0,4,0,15,1,105,0,0
886,215,126,184,439,561,1480,1,645,275,1,1798,2,428,254,449,0,0,1,2,9,33,51,111,397,36,0,56,0,103,204,0,39,0,7,19,18,13,1,1402,1159,12,0,0,119,207,162,176,119,2,74,24,0,91,3,8,0,10,0,61,0,67,57,53,0,0,12,31,76,101,657,0,0,0,0,0,243,307,267,73,2,3,36,23062,0,0,614,0,1890,249,433,294,7,1799,408,644,1493,163,0,249,120,510,0,0,16,6,1,30,21,15,9,2,11,74,25,0,1,0,21,15,3,13,26,15,6,1,0,0,0,9,41,52,43,113,0,0,0,0,0,1,1,32,10,635,0,0
887,1686,907,2117,5126,4381,7834,1,2677,1993,2,9922,22,1682,789,1999,0,0,3,19,23,194,222,577,1604,82,0,297,0,644,488,0,163,0,68,67,200,58,39,9181,4964,38,3,0,635,692,660,518,509,4,517,215,0,840,17,38,0,70,0,408,0,900,513,380,3,0,112,255,623,270,3023,0,0,0,0,0,1376,1786,1334,253,10,59,101,269452,0,6,5702,0,10258,1219,21486,10738,1999,142,855,5898,11636,973,0,593,782,1922,0,0,101,30,91,156,134,66,29,26,85,384,254,1,0,2,185,159,46,144,301,126,32,3,0,2,1,41,348,296,359,451,0,2,0,0,4,78,11,220,74,3002,0,3
888,79,269,137,329,177,398,0,156,245,0,459,0,79,100,95,0,0,0,0,1,8,11,10,78,0,0,3,0,8,25,0,5,0,2,6,6,0,1,306,270,0,0,0,65,51,20,10,17,0,29,5,0,46,0,0,0,2,0,13,0,54,18,102,0,0,2,19,14,7,185,0,0,0,0,0,46,57,32,20,1,1,11,8054,0,0,203,0,411,79,612,689,442,1767,1,2,0,24,0,16,28,73,0,0,2,0,1,2,11,6,1,0,12,19,9,0,0,0,15,77,1,2,10,5,1,0,0,0,0,0,10,15,18,56,0,0,0,0,0,5,0,47,2,175,0,0
889,431,448,839,1194,920,2830,0,888,528,0,3949,38,563,391,536,0,0,0,4,25,81,74,152,389,30,0,48,0,130,132,0,50,0,18,14,35,52,16,3275,1867,14,0,0,218,245,184,191,277,1,233,27,0,226,1,14,0,18,0,136,0,197,101,91,0,0,24,115,96,80,854,0,0,0,0,0,429,557,398,91,0,25,68,51743,0,1,1507,0,4255,384,1493,953,582,5671,1,54,6394,177,0,511,612,294,0,0,16,13,2,34,71,48,26,8,22,200,69,1,0,2,224,62,12,30,79,29,15,4,0,2,0,16,118,89,73,159,0,3,0,0,0,23,6,43,11,662,0,1
890,7017,4237,6428,8598,3502,10166,4,1444,4135,0,4579,11,849,826,1118,0,0,6,23,15,98,223,322,2174,296,0,183,0,216,622,0,90,0,25,64,100,43,20,4859,2852,56,5,0,386,798,354,444,567,4,566,275,0,1780,18,26,0,116,0,442,0,1239,744,683,14,0,101,221,750,861,62815,0,0,0,0,0,639,929,903,67,0,1,30,115886,0,0,1954,0,8575,766,3171,862,1025,11436,0,6299,19,287,0,431,119,51,0,0,215,598,15,2666,244,122,55,30,122,314,227,2,1,1,433,628,109,499,738,446,125,23,0,7,1,59,390,339,706,1906,5,6,0,13,10,133,0,267,36,918,0,7
892,591,647,5709,5265,5126,1,6390,4386,668,24456,47559,196,28526,5846,6627,0,0,74,98,98,504,663,785,5386,406,0,563,0,1715,1975,0,895,0,134,249,500,32,19,27390,73807,245,5,0,2682,2413,1173,3271,1090,45,50,57,0,145,7,12,0,9,0,39,0,135,77,67,2,0,19,11,76,59,1933,0,0,0,0,0,6935,1455,823,11327,441,1498,30723,2728,0,427,0,0,783,125,237,22,63,439,18,83,108,1175,0,424723,190236,1602995,0,0,48,45,44,174,194,278,32,45,102,104,49,1,1,1,159,177,47,390,361,250,299,56,0,22,4,8,107,41,198,147,5,23,0,15,16,308,1,27,173,13106,0,14
893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,506,1336,5917,3124,3306,0,3952,2416,953,6731,2732,47,15912,3091,7996,0,0,30,77,112,605,1120,1852,2229,3011,0,1525,0,1221,1413,0,542,0,171,275,341,17,7,11037,6568,533,2,0,2053,5108,2117,2602,1170,14,93,46,0,192,4,4,0,25,0,61,0,156,80,70,0,0,25,29,98,110,1214,0,0,0,0,0,9408,891,2381,250,33,37,3967,1899,0,277,0,0,509,118,79,3,18,170,9,61,35,401875,0,91,24921,86516,0,0,22,14,7,63,329,315,97,51,91,247,110,6,0,1,235,189,103,69,311,543,263,315,0,71,12,11,73,54,106,137,6,13,0,663,19,488,2,113,119,3409,0,47
895,871,1284,6490,4142,2519,0,5383,2970,1043,8294,6525,30,15110,1832,3514,0,0,24,63,102,524,662,1401,794,2465,0,793,0,495,539,0,164,0,43,42,126,23,12,21770,4931,526,5,0,951,2978,925,1698,1400,17,95,60,0,446,1,6,0,25,0,75,0,192,124,94,0,0,8,29,208,276,5847,0,0,0,0,0,3242,752,3055,174,11,29,5164,9844,0,252,0,0,715,186,118,6,23,222,5,37,81,179371,0,27988,44,110917,0,0,62,55,3,260,205,80,35,69,85,103,49,5,0,1,192,142,40,125,528,362,487,159,0,59,2,6,85,77,161,394,10,69,0,32,15,1597,0,46,31,1571,0,82
896,11048,7960,56832,47921,31552,8,20749,11791,8193,25280,43946,113,38918,11929,19612,0,0,195,1594,571,3646,2781,4979,2740,10726,0,5146,0,4266,3618,0,1188,0,273,141,420,118,53,94713,32590,1321,6,0,5592,8754,5609,6176,10567,185,963,608,0,2557,48,52,0,367,0,854,0,2369,1689,1350,22,0,289,329,1281,1994,320949,0,0,0,0,0,14463,7321,22341,1203,43,65,5087,40452,0,1115,0,0,2408,433,146,10,29,270,5,24,3,1622137,0,95190,92224,66,0,0,607,2205,95,12699,915,629,287,187,725,1578,414,8,2,1,949,825,428,1138,5935,4134,3013,1819,0,508,20,170,1144,539,1282,2092,88,328,0,319,500,8646,5,381,163,1301,0,118
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3498394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,3490,1105,1063,2060,530,990,0,295,6860,1,1541,6,171,142,321,0,0,5,43,10,53,675,814,4356,78,0,89,0,64,178,0,160,0,33,50,47,1366,352,791,1412,10,254,0,136,454,268,606,1819,46,2688,497,0,374,8449,9101,0,3367,0,12305,0,100,131,1380,14,0,396,387,717,5341,15480,0,0,0,0,0,142,69,172,87,1,21,1487,142,0,28,0,0,276,106,36,4,6,53,2,6,45,48,0,60,204,2422,0,0,141,7085,1149,6671,1042,569,365,896,3357,7182,183,117,46,454,467,412,129,292,1109,439,418,210,0,489,3,373,3222,12707,6494,2273,5,59,0,16,10,395,4,921,16,1443,0,37
901,8748,3079,1507,4380,1223,1488,1,358,4344,2,14888,1,295,346,524,0,0,8,38,11,66,673,703,4485,120,0,133,0,100,242,0,119,0,51,70,51,2305,151,901,9982,18,147,0,182,574,312,753,3795,56,1300,69,0,510,10552,6286,0,1991,0,2500,0,99,69,127,0,0,30,9,18,336,109,0,0,0,0,0,148,58,238,159,1,5,21883,203,0,14,0,0,424,147,14,0,2,32,0,2,24,54,0,432,529,45890,0,0,10948,60,13,54,1232,717,943,582,4517,8778,74,87,14,246,1089,1200,117,336,504,189,286,352,0,48,2,555,4114,3454,7741,8371,6,224,0,25,10,768,6,1705,11,2856,0,4
902,420,157,459,637,79,231,0,63,746,0,202,0,66,6,21,0,0,0,5,3,5,47,51,476,7,0,7,0,11,9,0,4,0,2,3,3,338,18,165,177,1,47,0,70,24,33,54,474,16,238,8,0,33,1435,958,0,276,0,702,0,11,48,30,1,0,5,3,4,6,42,0,0,0,0,0,25,10,20,9,0,10,189,35,0,6,0,0,42,10,14,1,3,73,3,3,3,19,0,96,20,320,0,0,990,6,40,13659,568,82,70,113,1599,2092,5,9,3,98,71,37,12,88,136,18,170,28,0,11,0,49,681,414,439,1509,5,3,0,1,1,29,1,240,0,152,0,2
903,26832,7249,3316,11577,6702,2958,1,732,4945,7,50930,1,1488,1006,1738,0,0,12,128,5,130,1735,2005,32246,493,0,417,0,234,590,0,380,0,172,237,263,121,6,2325,50483,148,4,0,346,1453,640,3151,6499,56,459,37,0,189,874,899,0,137,0,499,0,42,283,228,2,0,19,15,14,704,50,0,0,0,0,0,860,154,1245,432,2,0,165148,215,0,25,0,0,1320,735,0,0,0,2,0,1,217,292,0,1164,1949,319287,0,0,56556,78,30220,646,1568,579,1510,426,2876,3103,10,0,0,2,3182,3411,447,780,1044,688,1018,1853,0,161,6,407,958,1097,7428,8977,16,926,0,86,7,4630,2,486,85,19319,0,14
906,1366,498,724,1061,163,35,442,160,2111,806,1422,1,577,2149,7686,0,0,95,414,99,582,6971,6871,9487,1500,0,1390,0,2218,883,0,1317,0,256,1302,361,36,51,1778,5184,2541,35,0,4853,5914,6150,7601,12369,2700,340,460,0,1156,28,48,0,51,0,226,0,1373,694,558,5,0,158,334,768,459,4686,0,0,0,0,0,2316,21,95,217,5,28,3555,96,0,38,0,0,103,79,37,1,4,60,3,9,61,267,0,995,758,1059,0,0,666,540,413,433,65,13335,6391,9251,145798,41586,94,7,4,80,427,213,60,483,794,493,622,270,0,196,108,2156,5861,1622,3974,2251,4,67,0,51,23,652,0,4085,454,3032,0,17
907,967,411,644,628,94,33,142,165,2146,480,1166,4,646,2647,7428,0,0,38,288,103,644,6358,4948,6870,714,0,773,0,1809,998,0,2682,0,178,669,407,41,34,1147,9294,1109,17,0,2921,4257,4238,4675,30003,2275,406,311,0,914,21,41,0,36,0,147,0,1011,461,268,2,0,95,252,277,439,2526,0,0,0,0,0,2367,84,103,115,12,12,1168,63,0,9,0,0,42,27,12,0,2,14,0,12,8,343,0,411,143,544,0,0,359,454,70,306,14432,58,2399,4419,97233,25673,96,34,3,108,248,161,103,285,492,663,251,55,0,32,6,1378,7400,1205,2702,1683,2,42,0,31,19,282,7,2749,76,2612,0,9
908,1027,361,323,479,92,32,29,45,1413,108,205,0,92,397,1135,0,0,15,86,41,196,2484,2028,3841,104,0,143,0,301,318,0,247,0,53,84,54,36,14,167,1093,180,24,0,755,1626,1209,1531,13097,432,247,255,0,514,19,24,0,29,0,155,0,574,287,409,2,0,62,123,333,438,4105,0,0,0,0,0,402,35,15,32,2,6,383,148,0,27,0,0,14,35,11,2,3,18,1,5,9,49,0,74,31,220,0,0,254,384,75,352,5757,3284,27,5077,161719,77944,37,2,2,409,303,108,27,179,485,182,220,122,0,16,8,1714,8190,2758,8267,1951,4,17,0,43,38,237,0,3844,31,1070,0,9
909,989,273,379,269,66,34,26,27,1452,83,187,2,102,402,1010,0,0,11,86,30,200,2442,2319,5313,77,0,152,0,243,298,0,241,0,39,140,76,29,6,142,825,74,18,0,555,1526,1777,1194,16516,382,445,350,0,709,19,19,0,28,0,102,0,684,494,560,2,0,56,144,273,420,2144,0,0,0,0,0,265,3,29,43,5,0,359,92,0,17,0,0,9,2,2,0,1,21,1,4,4,31,0,50,55,204,0,0,621,442,115,247,11906,6058,6934,29,70371,47714,14,10,4,299,217,98,26,108,480,138,272,62,0,19,5,3071,6760,1695,6838,2138,5,38,0,12,10,159,1,4021,22,1186,0,4
910,4195,683,1062,1298,264,98,38,86,6849,253,522,4,128,981,1673,0,0,32,334,200,1344,15981,20169,59936,158,0,182,0,382,442,0,415,0,140,195,221,88,146,409,2094,99,32,0,1103,6482,6757,2311,152628,465,1842,1620,0,5412,73,151,0,127,0,359,0,10640,3705,4481,9,0,1219,2134,3806,2650,26437,0,0,0,0,0,520,40,46,76,3,23,920,140,0,17,0,0,40,71,39,1,4,64,4,22,20,105,0,122,47,655,0,0,2561,2662,1626,1711,135183,113351,153482,71108,346,40401,309,29,20,326,786,432,102,658,1863,551,934,207,0,85,16,16516,63546,33126,35518,18433,23,139,0,210,92,888,10,35758,69,3875,0,29
911,6925,1758,3164,3814,726,448,30,145,12113,310,565,0,216,847,1873,0,0,29,330,323,1311,13258,15908,38985,154,0,203,0,564,734,0,641,0,123,260,363,212,167,630,3155,115,124,0,1759,5380,7633,2648,97372,279,3139,2644,0,6842,99,221,0,221,0,814,0,10510,4438,4427,14,0,1624,3156,3668,2580,19095,0,0,0,0,0,575,22,98,100,2,20,2129,252,0,199,0,0,187,203,70,15,31,168,15,82,56,112,0,147,74,1199,0,0,4053,3748,1794,2267,37935,22392,51037,29158,30032,377,522,97,116,520,1393,680,255,1609,3485,1110,2198,332,0,187,50,63995,83215,45645,80590,19484,33,246,0,129,107,1461,29,60764,71,4144,0,78
913,4434,4856,7467,1674,849,2838,1,1483,3888,1,4832,12,353,152,209,0,0,0,9,0,6,90,163,565,26,0,42,0,36,86,0,47,0,14,33,8,330460,5022,4456,1851,5,20672,0,72,82,38,124,342,2,540,183,0,3347,31,38,0,71,0,300,0,5921,2882,692,0,0,86,167,239,210,1370,0,0,0,0,0,246,107,189,255,10,86,3444,143,0,104,0,0,1491,305,140,8,34,237,8,64,244,75,0,208,305,2538,0,0,336,47,8,71,148,134,67,65,211,850,415,21979,16391,188848,23003,19475,3977,18983,36245,15349,27246,4639,0,1929,1798,61,374,365,505,1629,353,2160,0,854,1469,15717,865,199,10,729,0,1231
914,4877,181,81,41,15,38,0,25,6798,0,112,0,17,2,10,0,0,0,5,2,2,15,15,204,1,0,0,0,5,2,0,2,0,0,2,1,37384,1590,63,59,0,2610,0,1,6,5,9,63,1,667,290,0,2830,18,30,0,49,0,288,0,2229,851,639,0,0,98,186,491,218,1077,0,0,0,0,0,13,5,7,4,0,0,73,14,0,3,0,0,17,2,2,0,0,0,0,4,3,4,0,8,21,76,0,0,212,48,8,34,18,24,9,43,35,104,18758,7,1772,8700,1342,608,201,1620,3081,801,1601,339,0,136,30,44,340,471,475,941,28,129,0,77,134,1037,115,69,2,33,0,79
915,1261,116,22,12,6,6,0,4,913,0,11,0,3,2,4,0,0,0,3,0,5,4,6,39,1,0,1,0,1,1,0,1,0,0,0,0,141435,1318,15,9,0,4629,0,1,3,5,1,47,0,359,120,0,822,5,4,0,16,0,88,0,365,228,151,1,0,27,74,92,59,940,0,0,0,0,0,0,1,1,1,0,0,13,4,0,2,0,0,3,1,1,0,0,0,0,0,0,1,0,2,0,8,0,0,64,12,3,4,10,9,7,2,32,101,19701,1588,7,9393,330,252,83,475,1305,475,1046,183,0,68,18,7,274,86,131,228,14,61,0,34,58,1487,102,54,0,3,0,34
916,13967,258,102,74,27,128,0,11,15756,0,31,1,8,2,10,0,0,0,2,2,9,79,41,1409,2,0,4,0,5,1,0,1,0,0,0,2,157917,13074,44,35,1,4282,0,5,38,8,2,205,3,1513,465,0,6864,44,54,0,146,0,940,0,10564,5677,2602,6,0,782,1252,731,533,4738,0,0,0,0,0,5,7,7,1,1,0,36,135,0,5,0,0,27,3,3,0,0,6,0,2,4,3,0,2,3,23,0,0,883,76,117,42,63,75,180,89,192,489,167364,9631,10180,146,6934,2531,1071,7053,11823,4008,12999,1446,0,469,64,64,1014,1016,2833,3509,92,809,0,274,419,8594,1492,255,0,27,0,411
