o,d,flow_in,flow_out
856,55,761,802
856,56,202,228
856,58,117,120
856,60,189,198
856,61,137,141
856,63,61,63
856,65,8,9
856,66,15,16
856,67,54,59
856,68,71,98
856,70,14,73
856,98,67332,68939
856,99,4478,4604
856,102,146,147
856,103,2,28
856,127,242,252
856,128,213,222
856,129,143,150
856,130,304,316
856,132,129,133
856,133,21,21
856,480,108,112
856,481,66,74
856,483,218,240
856,511,14,16
856,512,7,10
856,514,25,39
856,516,98,108
856,518,184,201
856,519,139,150
856,521,86,91
856,522,1,1
856,524,33,36
856,525,17,17
856,526,110,118
856,527,68,73
856,528,1383,1499
856,832,682,695
856,856,20266,25006
856,857,1234883,1905994
856,859,196066,370403
856,860,16745,54738
856,862,95867,393259
856,863,1729523,1889215
856,877,3074,5217
856,879,753,1963
856,880,2,3
856,882,1415,2999
856,883,377,647
856,884,844,2465
856,885,65,206
856,886,180,569
856,887,1790,4350
856,888,90,260
856,889,451,1098
856,890,400,1969
856,892,1627,1676
856,894,888,919
856,895,631,646
856,896,4104,4265
856,900,43,70
856,901,31,49
856,902,6,15
856,903,140,176
856,906,23,24
856,907,35,39
856,908,25,25
856,909,5,7
856,910,33,40
856,911,39,39
856,913,71,237
856,914,5,14
856,915,0,5
856,916,6,11
856,917,239,329
856,918,165,190
856,919,94,101
856,920,827,862
856,921,802,1007
856,922,389,431
856,923,686,907
856,924,167,183
856,926,47,51
856,927,9,11
856,928,2,4
856,929,73,82
856,930,33,36
856,931,105,128
856,932,83,119
856,933,26,27
856,934,59,63
856,936,49,59
856,937,51,61
856,938,619,802
856,939,11,14
856,940,12,18
856,941,12,12
856,942,1349,1406
856,946,15,15
857,8,1861,2156
857,11,2088,2143
857,12,12281,12562
857,13,9099,9255
857,14,7057,7159
857,15,4,4
857,19,16470,16711
857,20,6929,7000
857,21,1361,1397
857,22,16892,17043
857,23,56816,57553
857,24,7293,16391
857,25,1813,1839
857,27,2556,2583
857,28,4976,5082
857,49,15,15
857,50,56,56
857,51,127,127
857,52,617,619
857,53,449,454
857,54,767,776
857,55,5047,5197
857,56,462,489
857,58,706,718
857,60,1078,1083
857,61,1255,1263
857,63,563,569
857,65,138,138
857,66,153,156
857,67,493,508
857,68,19,36
857,70,26,106
857,98,54330,54782
857,99,24102,24437
857,102,104,108
857,103,1,67
857,127,1837,1857
857,128,1610,1620
857,129,1490,1509
857,130,1986,2001
857,132,961,967
857,133,33,33
857,480,95,96
857,481,52,58
857,483,317,340
857,511,5,5
857,512,11,11
857,514,25,36
857,516,92,96
857,518,232,265
857,519,301,330
857,521,132,134
857,524,24,24
857,525,30,30
857,526,134,139
857,527,180,188
857,528,5523,5673
857,832,3294,3313
857,856,1292649,1450000
857,857,4942,7738
857,859,149145,336744
857,860,2845,10470
857,862,10501,61650
857,863,179793,188354
857,877,1897,3218
857,879,541,2830
857,882,1432,4015
857,883,419,776
857,884,336,2584
857,885,8,143
857,886,77,515
857,887,731,2702
857,888,18,139
857,889,155,733
857,890,197,2008
857,892,894,907
857,894,3487,3526
857,895,4195,4287
857,896,21928,22155
857,900,75,293
857,901,101,163
857,902,18,53
857,903,424,529
857,906,171,201
857,907,107,108
857,908,22,25
857,909,27,36
857,910,75,90
857,911,135,137
857,913,45,390
857,914,2,5
857,915,0,2
857,916,4,7
857,917,483,643
857,918,226,253
857,919,140,149
857,920,174,187
857,921,708,968
857,922,530,598
857,923,598,834
857,924,128,160
857,926,66,69
857,927,6,6
857,928,8,10
857,929,157,176
857,930,82,87
857,931,274,315
857,932,373,453
857,933,15,15
857,934,36,47
857,936,26,31
857,937,34,40
857,938,766,950
857,939,1,5
857,940,30,54
857,941,126,128
857,942,9445,9601
857,946,18,19
859,8,1574,1807
859,11,2270,2331
859,12,6648,6796
859,13,5350,5434
859,14,3029,3060
859,15,2,2
859,19,4490,4543
859,20,4125,4175
859,21,2524,2578
859,22,9615,9650
859,23,9509,9592
859,24,2324,9529
859,25,30238,30583
859,27,7601,7711
859,28,10566,10985
859,49,35,35
859,50,149,149
859,51,102,102
859,52,909,912
859,53,1630,1647
859,54,1905,1928
859,55,4940,5034
859,56,1014,1091
859,58,1431,1451
859,60,1355,1362
859,61,2332,2344
859,63,967,976
859,65,203,210
859,66,404,411
859,67,679,692
859,68,36,53
859,70,28,198
859,98,15377,15464
859,99,19363,19672
859,102,453,462
859,103,6,62
859,127,3696,3741
859,128,5268,5291
859,129,2040,2054
859,130,3602,3641
859,132,2136,2149
859,133,58,58
859,480,240,248
859,481,148,159
859,483,667,713
859,511,11,11
859,512,18,18
859,514,49,67
859,516,163,181
859,518,406,438
859,519,264,292
859,521,243,258
859,522,3,3
859,524,32,32
859,525,100,102
859,526,395,405
859,527,514,530
859,528,6028,6222
859,832,8130,8243
859,856,351086,404208
859,857,202374,331079
859,859,1442,2628
859,860,1257,5285
859,862,1083,5770
859,863,109005,115488
859,877,3904,6675
859,879,400,1414
859,882,431,1266
859,883,100,256
859,884,110,661
859,885,6,33
859,886,34,196
859,887,188,818
859,888,10,90
859,889,54,216
859,890,41,213
859,892,20372,20653
859,894,954,979
859,895,742,767
859,896,7468,7603
859,900,65,206
859,901,86,134
859,902,17,42
859,903,281,340
859,906,553,645
859,907,336,357
859,908,66,85
859,909,51,61
859,910,150,185
859,911,198,200
859,913,166,983
859,914,2,4
859,916,0,2
859,917,396,554
859,918,267,309
859,919,65,74
859,920,179,205
859,921,670,860
859,922,407,449
859,923,492,694
859,924,84,97
859,926,40,84
859,927,3,3
859,928,19,22
859,929,185,209
859,930,118,128
859,931,400,489
859,932,662,871
859,933,17,17
859,934,51,57
859,936,19,25
859,937,52,59
859,938,622,832
859,939,5,13
859,940,92,145
859,941,171,175
859,942,9383,9756
859,946,21,21
860,8,92,108
860,11,178,185
860,12,486,498
860,13,267,271
860,14,648,649
860,19,359,363
860,20,413,415
860,21,215,217
860,22,1902,1915
860,23,1309,1316
860,24,216,727
860,25,1292,1308
860,27,316,319
860,28,676,686
860,49,1,1
860,50,9,9
860,51,9,9
860,52,57,57
860,53,140,144
860,54,99,99
860,55,217,218
860,56,37,40
860,58,74,75
860,60,122,122
860,61,127,127
860,63,63,63
860,65,18,18
860,66,23,23
860,67,26,30
860,68,3,9
860,70,2,7
860,98,1925,1943
860,99,1262,1283
860,102,38,38
860,103,0,3
860,127,181,181
860,128,275,280
860,129,203,206
860,130,251,256
860,132,95,95
860,133,3,3
860,480,15,15
860,481,4,5
860,483,24,25
860,511,1,1
860,512,1,2
860,514,6,7
860,516,6,6
860,518,18,20
860,519,12,14
860,521,15,17
860,524,3,3
860,525,1,1
860,526,25,25
860,527,14,17
860,528,156,159
860,832,656,657
860,856,36931,41638
860,857,4536,7021
860,859,1912,3744
860,860,160,449
860,862,1689,3579
860,863,7759,8130
860,877,392,629
860,879,35,113
860,882,79,156
860,883,21,47
860,884,11,48
860,885,0,4
860,886,2,12
860,887,15,61
860,888,0,1
860,889,1,14
860,890,1,13
860,892,708,714
860,894,118,119
860,895,67,67
860,896,808,826
860,900,2,10
860,901,2,2
860,902,4,5
860,903,10,11
860,906,22,23
860,907,40,40
860,908,1,1
860,909,5,5
860,910,10,12
860,911,13,13
860,913,14,50
860,917,32,40
860,918,28,28
860,919,11,12
860,920,13,16
860,921,48,64
860,922,30,31
860,923,47,51
860,924,6,6
860,926,3,4
860,927,1,1
860,929,15,15
860,930,5,6
860,931,26,33
860,932,31,42
860,933,1,1
860,934,2,2
860,936,5,5
860,937,8,8
860,938,63,75
860,940,3,5
860,941,15,15
860,942,541,545
862,8,1602,1868
862,11,1388,1420
862,12,4394,4471
862,13,3946,3992
862,14,2880,2906
862,15,1,1
862,19,3324,3364
862,20,2070,2085
862,21,1522,1555
862,22,6535,6557
862,23,7363,7407
862,24,453,1764
862,25,12881,13001
862,27,2594,2654
862,28,6554,6867
862,49,28,28
862,50,69,70
862,51,103,104
862,52,996,1005
862,53,1684,1736
862,54,1813,1871
862,55,3082,3128
862,56,368,435
862,58,798,807
862,60,737,804
862,61,1335,1343
862,63,629,633
862,65,182,184
862,66,139,143
862,67,505,514
862,68,21,30
862,70,5,104
862,98,10161,10202
862,99,6643,6709
862,102,129,130
862,103,0,229
862,127,1918,1939
862,128,2745,2764
862,129,1278,1285
862,130,2038,2056
862,132,992,1003
862,133,15,15
862,480,357,368
862,481,100,104
862,483,646,693
862,511,4,4
862,512,9,10
862,514,21,38
862,516,194,207
862,518,222,224
862,519,157,170
862,521,162,165
862,524,33,33
862,525,69,70
862,526,545,565
862,527,298,305
862,528,5580,5725
862,832,2874,2892
862,856,321668,374442
862,857,33491,54819
862,859,3326,6632
862,860,622,6031
862,862,350,742
862,863,65002,68172
862,877,3885,7326
862,879,162,862
862,882,237,871
862,883,31,60
862,884,13,179
862,885,1,18
862,886,7,36
862,887,66,246
862,888,2,17
862,889,18,109
862,890,3,51
862,892,4357,4400
862,894,566,577
862,895,219,225
862,896,1667,1710
862,900,63,191
862,901,52,91
862,902,4,15
862,903,211,261
862,906,260,321
862,907,199,208
862,908,48,58
862,909,52,65
862,910,51,67
862,911,143,144
862,913,86,932
862,914,1,6
862,915,0,2
862,916,2,4
862,917,169,228
862,918,234,255
862,919,42,44
862,920,146,176
862,921,492,622
862,922,697,771
862,923,166,233
862,924,45,52
862,926,26,28
862,928,48,56
862,929,94,102
862,930,129,134
862,931,203,239
862,932,639,789
862,933,3,3
862,934,40,45
862,936,36,38
862,937,16,18
862,938,369,458
862,939,0,2
862,940,48,73
862,941,132,134
862,942,5959,6074
862,946,8,8
863,8,9760,11427
863,11,8283,8693
863,12,27595,28797
863,13,28250,29750
863,14,15494,16019
863,15,4,6
863,19,15042,15476
863,20,7981,8172
863,21,9645,10143
863,22,20156,20944
863,23,36213,37370
863,24,614,3949
863,25,36932,38930
863,27,33368,35049
863,28,34645,37470
863,49,175,194
863,50,662,683
863,51,1191,1223
863,52,5074,5179
863,53,6351,6891
863,54,10601,11712
863,55,125117,136189
863,56,21667,29534
863,58,6814,7464
863,60,11525,11821
863,61,8614,8824
863,63,3642,3819
863,65,983,1054
863,66,1683,1793
863,67,3041,3532
863,68,76,188
863,70,64,586
863,98,61884,63276
863,99,56596,59681
863,102,1830,2091
863,103,16,504
863,127,11135,12313
863,128,17540,17990
863,129,13652,14129
863,130,13274,13617
863,132,11535,11833
863,133,222,226
863,480,1100,1133
863,481,829,924
863,483,3726,4165
863,511,62,69
863,512,90,102
863,514,365,554
863,516,727,797
863,518,2926,3191
863,519,1644,1863
863,521,1456,1589
863,522,27,28
863,524,418,457
863,525,738,775
863,526,1449,1566
863,527,1530,1603
863,528,113291,118629
863,832,21583,22624
863,856,1445220,1736586
863,857,105762,183242
863,859,40840,120777
863,860,1643,10744
863,862,4229,81329
863,863,1371,1386
863,877,36187,84114
863,879,2121,11097
863,880,0,1
863,882,1069,3275
863,883,95,251
863,884,21,541
863,885,2,25
863,886,7,169
863,887,23,372
863,888,2,27
863,889,10,210
863,890,7,43
863,892,16424,18399
863,894,2557,2740
863,895,3592,3963
863,896,5042,5412
863,900,552,1891
863,901,989,1353
863,902,30,189
863,903,5233,6551
863,906,2419,3021
863,907,1425,1552
863,908,511,727
863,909,382,588
863,910,669,966
863,911,2421,2508
863,913,908,4037
863,914,7,46
863,915,0,21
863,916,7,37
863,917,1113,2065
863,918,768,1009
863,919,445,589
863,920,1009,1345
863,921,2753,4209
863,922,1559,1998
863,923,1426,2421
863,924,242,270
863,926,65,70
863,927,8,12
863,928,157,221
863,929,870,1042
863,930,676,757
863,931,1389,1798
863,932,2387,3107
863,933,23,31
863,934,44,52
863,936,58,76
863,937,42,53
863,938,1177,1526
863,939,5,34
863,940,396,785
863,941,1035,1179
863,942,128983,138580
863,946,36,38
877,8,2103,2344
877,11,4218,4401
877,12,29305,30330
877,13,127523,131312
877,14,103670,105960
877,15,84247,86702
877,19,45,45
877,20,32521,32983
877,21,4081,4227
877,22,40,42
877,23,53906,55740
877,24,589,864
877,25,2982,3093
877,27,1195,1234
877,28,2087,2166
877,49,5,5
877,50,35,36
877,51,48,49
877,52,188,190
877,53,240,251
877,54,333,347
877,55,5557,5681
877,56,194,206
877,58,397,414
877,60,1029,1041
877,61,466,476
877,63,337,345
877,65,56,58
877,66,87,90
877,67,239,255
877,68,230,321
877,70,68,149
877,98,66333,67248
877,99,18591,19338
877,102,66,73
877,103,15,57
877,127,1180,1226
877,128,605,615
877,129,624,629
877,130,525,536
877,132,461,468
877,133,15,15
877,480,339,343
877,481,226,241
877,483,976,1022
877,511,23,24
877,512,40,46
877,514,63,79
877,516,197,206
877,518,1019,1076
877,519,719,775
877,521,465,489
877,522,1,1
877,524,101,105
877,525,154,155
877,526,269,279
877,527,254,262
877,528,3881,4093
877,832,3480,3623
877,856,2035,2238
877,857,1961,2713
877,859,2739,4524
877,860,305,714
877,862,1736,5333
877,863,64064,67126
877,877,763,953
877,879,64396,172101
877,880,41,67
877,882,462613,819260
877,883,43419,93126
877,884,91504,350726
877,885,5648,33324
877,886,14188,49910
877,887,171128,517048
877,888,6321,25311
877,889,33614,105109
877,890,66483,294862
877,892,1740,1805
877,894,2755,2905
877,895,11306,12040
877,896,70155,73505
877,900,119,296
877,901,57,90
877,902,18,38
877,903,234,312
877,906,112,130
877,907,60,63
877,908,87,91
877,909,60,70
877,910,124,137
877,911,305,311
877,913,240,505
877,914,10,15
877,915,2,10
877,916,119,140
877,917,506,741
877,918,393,516
877,919,131,179
877,920,674,816
877,921,1778,2455
877,922,586,737
877,923,1369,1965
877,924,239,272
877,926,134,143
877,927,22,26
877,928,38,45
877,929,402,430
877,930,266,284
877,931,449,514
877,932,425,548
877,933,24,30
877,934,130,154
877,936,83,105
877,937,139,153
877,938,1480,1852
877,939,37,41
877,940,88,133
877,941,107,111
877,942,9209,9639
877,946,45,48
879,8,1694,1919
879,11,3179,3290
879,12,4081,4183
879,13,4384,4506
879,14,2768,2822
879,15,1942,1992
879,19,13,13
879,20,1255,1267
879,21,1934,1978
879,22,11,11
879,23,11467,11861
879,24,87,337
879,25,3098,3202
879,27,949,967
879,28,1710,1755
879,50,9,9
879,51,2,2
879,52,62,62
879,53,217,229
879,54,253,257
879,55,1165,1187
879,56,78,94
879,58,101,101
879,60,261,265
879,61,551,558
879,63,194,202
879,65,60,63
879,66,79,84
879,67,130,144
879,68,40,77
879,70,40,141
879,98,4454,4503
879,99,6646,6816
879,102,48,50
879,103,1,140
879,127,549,573
879,128,702,710
879,129,292,298
879,130,360,365
879,132,411,416
879,133,8,8
879,480,338,341
879,481,106,113
879,483,414,463
879,511,7,7
879,512,13,18
879,514,26,34
879,516,109,117
879,518,347,359
879,519,238,251
879,521,169,173
879,524,31,35
879,525,44,44
879,526,179,184
879,527,176,180
879,528,1747,1811
879,832,1363,1380
879,856,1233,1361
879,857,1361,2091
879,859,589,1179
879,860,29,161
879,862,149,664
879,863,6571,6789
879,877,89447,159793
879,879,32,75
879,882,10,12
879,883,2,4
879,884,0,2
879,885,1,1
879,886,1,1
879,887,0,3
879,890,0,1
879,892,1085,1102
879,894,1166,1214
879,895,1177,1212
879,896,8845,9055
879,900,87,264
879,901,20,27
879,902,4,14
879,903,194,228
879,906,65,75
879,907,46,51
879,908,33,38
879,909,59,72
879,910,111,139
879,911,280,286
879,913,105,713
879,914,1,4
879,916,3,8
879,917,466,678
879,918,248,277
879,919,148,180
879,920,123,142
879,921,388,500
879,922,141,157
879,923,202,272
879,924,42,47
879,926,18,20
879,927,1,3
879,928,18,20
879,929,281,303
879,930,162,173
879,931,250,287
879,932,412,529
879,933,3,4
879,934,13,20
879,936,11,13
879,937,25,25
879,938,323,390
879,939,6,29
879,940,95,158
879,941,86,89
879,942,3523,3609
879,946,4,5
880,12,1,2
880,13,0,1
880,14,0,1
880,15,2,3
880,23,1,2
880,67,0,2
880,98,2,2
880,99,2,2
880,127,3,3
880,518,0,1
880,521,1,1
880,856,2,2
880,859,1,1
880,877,27,34
880,880,22,47
880,882,16514,34572
880,883,3631,9646
880,884,1830,13212
880,885,147,1076
880,886,448,3006
880,887,4834,20621
880,888,221,1451
880,889,1045,5294
880,890,1797,17309
880,892,1,1
880,900,1,1
880,930,1,1
880,940,3,3
881,67,0,6
881,70,0,1
881,528,0,1
881,863,0,1
882,8,8368,9501
882,11,8062,8350
882,12,8356,8557
882,13,10998,11297
882,14,5499,5614
882,15,17638,18083
882,20,1866,1882
882,21,9524,9811
882,22,5,5
882,23,15078,15580
882,24,35,156
882,25,7070,7240
882,27,1808,1853
882,28,2844,3013
882,49,6,6
882,50,14,14
882,51,12,12
882,52,181,187
882,53,503,526
882,54,764,785
882,55,1670,1752
882,56,434,745
882,58,266,365
882,60,367,370
882,61,782,791
882,63,396,402
882,65,118,129
882,66,247,250
882,67,610,630
882,68,117,292
882,70,167,818
882,98,5200,5276
882,99,10963,11317
882,102,65,73
882,103,25,158
882,127,915,977
882,128,1538,1553
882,129,553,572
882,130,820,833
882,132,621,630
882,133,6,6
882,480,1391,1412
882,481,1135,1198
882,483,3158,3376
882,511,34,39
882,512,81,90
882,514,244,348
882,516,802,877
882,518,2606,2853
882,519,1161,1245
882,521,945,984
882,522,7,7
882,524,205,219
882,525,381,391
882,526,1088,1142
882,527,1006,1039
882,528,13022,13447
882,832,3058,3162
882,856,1736,1988
882,857,2372,3791
882,859,424,1031
882,860,61,225
882,862,78,1059
882,863,2039,2167
882,877,490755,851647
882,879,12,22
882,880,9674,34274
882,882,558,1012
882,883,6139,12976
882,884,5286,22406
882,885,371,2019
882,886,1661,8088
882,887,9448,31452
882,888,577,2447
882,889,3462,13217
882,890,8128,43933
882,892,1369,1472
882,894,1496,1594
882,895,2292,2534
882,896,8021,8535
882,900,356,851
882,901,299,412
882,902,55,144
882,903,995,1250
882,906,151,201
882,907,152,156
882,908,28,35
882,909,21,25
882,910,103,122
882,911,561,627
882,913,1113,4820
882,914,9,18
882,915,3,4
882,916,20,31
882,917,1022,1511
882,918,1165,1523
882,919,231,287
882,920,420,493
882,921,1211,1612
882,922,1230,1501
882,923,218,297
882,924,45,49
882,926,23,24
882,927,11,11
882,928,93,107
882,929,780,892
882,930,680,732
882,931,1327,1597
882,932,2561,3138
882,933,6,8
882,934,30,36
882,936,42,51
882,937,45,51
882,938,864,1054
882,939,20,39
882,940,294,461
882,941,98,102
882,942,4270,4505
882,946,10,11
883,8,2684,3194
883,11,3064,3226
883,12,1830,1874
883,13,3956,4013
883,14,1481,1502
883,15,4962,5020
883,19,1,1
883,20,1538,1546
883,21,2913,2961
883,22,1,1
883,23,3496,3589
883,24,5,36
883,25,1805,1823
883,27,443,452
883,28,1067,1090
883,50,5,5
883,51,3,3
883,52,175,175
883,53,553,559
883,54,1145,1166
883,55,428,439
883,56,36,38
883,58,37,42
883,60,71,71
883,61,421,421
883,63,130,131
883,65,62,63
883,66,682,693
883,67,91,94
883,68,11,21
883,70,13,427
883,98,1442,1456
883,99,2015,2045
883,102,77,78
883,103,1,296
883,127,175,176
883,128,952,962
883,129,238,239
883,130,970,979
883,132,438,444
883,133,1,1
883,480,273,277
883,481,85,90
883,483,362,390
883,511,6,6
883,512,3,4
883,514,17,24
883,516,127,135
883,518,389,445
883,519,301,346
883,521,113,119
883,522,1,1
883,524,13,13
883,525,49,49
883,526,345,353
883,527,809,847
883,528,1454,1486
883,832,814,822
883,856,274,315
883,857,1121,1712
883,859,86,206
883,860,6,48
883,862,11,400
883,863,117,122
883,877,33204,90437
883,879,0,4
883,880,1373,11003
883,882,3814,15366
883,883,65,175
883,884,1306,8173
883,885,884,1981
883,886,339,2105
883,887,1279,5708
883,888,95,759
883,889,372,3872
883,890,890,11974
883,892,271,392
883,894,465,475
883,895,890,936
883,896,1062,1093
883,900,90,398
883,901,32,125
883,902,7,33
883,903,192,227
883,906,201,252
883,907,143,148
883,908,20,29
883,909,2,7
883,910,72,104
883,911,246,247
883,913,57,2210
883,914,2,3
883,915,0,1
883,916,0,2
883,917,370,618
883,918,880,1022
883,919,112,129
883,920,84,103
883,921,153,196
883,922,789,916
883,923,20,23
883,924,1,2
883,926,5,5
883,928,116,145
883,929,167,186
883,930,290,304
883,931,349,426
883,932,841,1118
883,934,2,2
883,936,24,28
883,937,6,6
883,938,40,51
883,939,0,18
883,940,178,352
883,941,32,32
883,942,1245,1270
884,8,3030,3666
884,11,2101,2334
884,12,2520,2683
884,13,4006,4340
884,14,2629,2698
884,15,8603,9393
884,19,1,1
884,20,1425,1476
884,21,2939,3223
884,22,2,2
884,23,7994,8372
884,24,14,64
884,25,2629,2901
884,27,1084,1135
884,28,1859,2126
884,49,3,4
884,50,11,11
884,51,16,16
884,52,203,226
884,53,316,387
884,54,1267,1458
884,55,1562,1848
884,56,126,154
884,58,157,179
884,60,208,212
884,61,891,941
884,63,168,179
884,65,74,84
884,66,109,115
884,67,158,198
884,68,55,113
884,70,35,823
884,98,4886,4984
884,99,4788,5174
884,102,154,180
884,103,2,358
884,127,450,615
884,128,1124,1194
884,129,823,906
884,130,1295,1348
884,132,675,743
884,133,3,4
884,480,540,555
884,481,179,199
884,483,737,800
884,511,13,14
884,512,20,20
884,514,45,63
884,516,238,263
884,518,588,626
884,519,403,450
884,521,317,353
884,522,4,4
884,524,55,59
884,525,132,142
884,526,587,632
884,527,529,583
884,528,6435,6793
884,832,1611,1724
884,856,1127,1301
884,857,1742,2836
884,859,181,531
884,860,7,39
884,862,9,191
884,863,235,266
884,877,158528,356301
884,879,5,9
884,880,2255,14288
884,882,5946,23682
884,883,1607,6343
884,884,141,219
884,885,570,1342
884,886,424,1203
884,887,18122,40408
884,888,655,3370
884,889,1530,8496
884,890,4255,49698
884,892,663,797
884,894,382,497
884,895,508,667
884,896,3725,4842
884,900,123,481
884,901,88,192
884,902,5,29
884,903,579,838
884,906,517,801
884,907,73,85
884,908,45,53
884,909,14,18
884,910,58,86
884,911,324,342
884,913,131,1712
884,914,2,9
884,915,0,2
884,916,0,3
884,917,309,666
884,918,424,820
884,919,46,76
884,920,65,114
884,921,447,866
884,922,870,1443
884,923,38,72
884,924,10,10
884,926,5,6
884,927,1,1
884,928,65,105
884,929,381,477
884,930,454,520
884,931,487,703
884,932,1288,1633
884,933,1,2
884,934,2,3
884,936,3,3
884,937,11,11
884,938,155,182
884,939,14,38
884,940,164,360
884,941,47,60
884,942,4129,4793
884,946,13,16
885,8,213,267
885,11,240,269
885,12,212,231
885,13,292,346
885,14,142,148
885,15,618,687
885,20,262,266
885,21,106,118
885,23,753,782
885,24,1,8
885,25,163,198
885,27,66,71
885,28,172,216
885,50,2,2
885,51,1,1
885,52,9,9
885,53,68,117
885,54,21,29
885,55,68,71
885,56,14,18
885,58,4,4
885,60,39,39
885,61,55,55
885,63,5,10
885,65,3,4
885,66,10,11
885,67,5,8
885,68,1,2
885,70,1,559
885,98,293,297
885,99,266,319
885,102,3,4
885,103,0,2
885,127,53,62
885,128,66,73
885,129,36,39
885,130,126,132
885,132,23,27
885,133,2,2
885,480,42,43
885,481,5,6
885,483,36,42
885,514,2,3
885,516,16,16
885,518,54,60
885,519,16,20
885,521,14,14
885,524,3,3
885,525,5,5
885,526,23,25
885,527,23,25
885,528,199,220
885,832,106,113
885,856,48,53
885,857,51,94
885,859,17,53
885,860,0,34
885,862,2,8
885,863,16,20
885,877,10935,26488
885,880,122,1145
885,882,580,6696
885,883,341,1967
885,884,1173,2219
885,885,2,13
885,886,495,1140
885,887,10423,25625
885,888,701,3025
885,889,972,10690
885,890,971,9199
885,892,36,43
885,894,30,44
885,895,72,102
885,896,124,167
885,900,14,22
885,901,3,10
885,903,3,6
885,906,16,33
885,907,2,3
885,908,3,5
885,909,2,2
885,910,1,1
885,911,40,40
885,913,1,302
885,917,15,33
885,918,8,21
885,920,1,9
885,921,9,15
885,922,3,5
885,923,2,4
885,924,0,2
885,928,2,2
885,929,13,16
885,930,8,10
885,931,24,40
885,932,88,127
885,936,2,2
885,938,4,8
885,940,15,67
885,941,1,3
885,942,105,133
886,8,215,255
886,11,126,157
886,12,184,219
886,13,439,501
886,14,561,596
886,15,1480,1661
886,19,1,1
886,20,645,664
886,21,275,294
886,22,1,1
886,23,1798,1924
886,24,2,26
886,25,428,555
886,27,254,276
886,28,449,542
886,49,1,1
886,50,2,2
886,51,9,10
886,52,33,45
886,53,51,67
886,54,111,139
886,55,397,581
886,56,36,51
886,58,56,73
886,60,103,106
886,61,204,238
886,63,39,41
886,65,7,11
886,66,19,25
886,67,18,32
886,68,13,23
886,70,1,44
886,98,1402,1448
886,99,1159,1379
886,102,12,14
886,103,0,10
886,127,119,146
886,128,207,225
886,129,162,183
886,130,176,223
886,132,119,145
886,133,2,2
886,480,74,76
886,481,24,28
886,483,91,101
886,511,3,3
886,512,8,9
886,514,10,14
886,516,61,69
886,518,67,72
886,519,57,67
886,521,53,59
886,524,12,12
886,525,31,33
886,526,76,90
886,527,101,113
886,528,657,758
886,832,243,261
886,856,307,371
886,857,267,494
886,859,73,176
886,860,2,9
886,862,3,39
886,863,36,45
886,877,23062,54785
886,880,614,3385
886,882,1890,8240
886,883,249,1312
886,884,433,1312
886,885,294,820
886,886,7,44
886,887,1799,4005
886,888,408,1388
886,889,644,4611
886,890,1493,167290
886,892,163,191
886,894,249,319
886,895,120,221
886,896,510,806
886,900,16,43
886,901,6,18
886,902,1,5
886,903,30,39
886,906,21,34
886,907,15,17
886,908,9,10
886,909,2,3
886,910,11,16
886,911,74,78
886,913,25,186
886,915,1,1
886,917,21,34
886,918,15,38
886,919,3,4
886,920,13,16
886,921,26,35
886,922,15,23
886,923,6,9
886,924,1,1
886,928,9,12
886,929,41,69
886,930,52,59
886,931,43,56
886,932,113,146
886,938,1,7
886,939,1,1
886,940,32,65
886,941,10,12
886,942,635,964
887,8,1686,1878
887,11,907,924
887,12,2117,2149
887,13,5126,5192
887,14,4381,4427
887,15,7834,7990
887,19,1,2
887,20,2677,2697
887,21,1993,2031
887,22,2,2
887,23,9922,10228
887,24,22,201
887,25,1682,1709
887,27,789,813
887,28,1999,2048
887,49,3,3
887,50,19,19
887,51,23,23
887,52,194,194
887,53,222,226
887,54,577,606
887,55,1604,1648
887,56,82,86
887,58,297,307
887,60,644,647
887,61,488,490
887,63,163,164
887,65,68,73
887,66,67,67
887,67,200,205
887,68,58,101
887,70,39,188
887,98,9181,9252
887,99,4964,5106
887,102,38,39
887,103,3,37
887,127,635,650
887,128,692,704
887,129,660,664
887,130,518,526
887,132,509,513
887,133,4,4
887,480,517,524
887,481,215,228
887,483,840,897
887,511,17,18
887,512,38,42
887,514,70,102
887,516,408,431
887,518,900,931
887,519,513,558
887,521,380,397
887,522,3,3
887,524,112,114
887,525,255,266
887,526,623,650
887,527,270,279
887,528,3023,3113
887,832,1376,1398
887,856,1786,1992
887,857,1334,2054
887,859,253,527
887,860,10,47
887,862,59,200
887,863,101,111
887,877,269452,506913
887,879,6,12
887,880,5702,22566
887,882,10258,31823
887,883,1219,5126
887,884,21486,53403
887,885,10738,26331
887,886,1999,5794
887,887,142,289
887,888,855,2146
887,889,5898,24018
887,890,11636,81698
887,892,973,989
887,894,593,630
887,895,782,827
887,896,1922,1992
887,900,101,200
887,901,30,54
887,902,91,153
887,903,156,192
887,906,134,155
887,907,66,69
887,908,29,36
887,909,26,26
887,910,85,106
887,911,384,387
887,913,254,806
887,914,1,1
887,915,0,1
887,916,2,5
887,917,185,242
887,918,159,181
887,919,46,55
887,920,144,158
887,921,301,386
887,922,126,133
887,923,32,42
887,924,3,3
887,926,2,3
887,927,1,1
887,928,41,51
887,929,348,384
887,930,296,311
887,931,359,407
887,932,451,543
887,934,2,2
887,937,4,4
887,938,78,97
887,939,11,13
887,940,220,322
887,941,74,80
887,942,3002,3111
887,946,3,3
888,8,79,100
888,11,269,315
