o,d,flow_in,flow_out
130,894,2768,2784
130,895,1142,1153
130,896,6141,6215
130,900,170,610
130,901,208,313
130,902,15,62
130,903,533,615
130,906,5227,6010
130,907,2670,2763
130,908,1206,1394
130,909,894,1100
130,910,1918,2374
130,911,2380,2427
130,913,15,166
130,914,0,6
130,915,0,36
130,916,2,5
130,917,150,218
130,918,67,73
130,919,44,51
130,920,63,73
130,921,261,317
130,922,182,192
130,923,132,186
130,924,64,68
130,926,20,22
130,927,1,1
130,928,432,536
130,929,1440,1633
130,930,473,504
130,931,2411,2897
130,932,822,970
130,933,3,3
130,934,26,27
130,936,9,9
130,937,7,7
130,938,309,406
130,939,0,8
130,940,751,1089
130,941,826,834
130,942,52192,52550
130,946,10,10
132,8,2782,3150
132,11,1175,1189
132,12,1981,2009
132,13,2451,2487
132,14,644,657
132,15,48,50
132,19,785,802
132,20,576,578
132,21,4777,4876
132,22,2779,2799
132,23,5670,5725
132,24,17,54
132,25,2248,2264
132,27,10408,10477
132,28,21835,22140
132,49,142,142
132,50,519,522
132,51,231,231
132,52,1078,1082
132,53,2688,2729
132,54,1989,2080
132,55,8245,8319
132,56,3992,4038
132,58,8291,8342
132,60,11032,11103
132,61,2714,2723
132,63,2904,2926
132,65,598,601
132,66,927,944
132,67,1381,1395
132,68,142,182
132,70,221,424
132,98,5036,5070
132,99,26301,26693
132,102,6231,6272
132,103,40,232
132,127,14915,15053
132,128,13483,13578
132,129,4445,4529
132,130,16196,16335
132,132,76,81
132,133,2920,2944
132,480,1289,1305
132,481,933,977
132,483,2339,2469
132,511,55,56
132,512,96,102
132,514,138,181
132,516,386,420
132,518,3208,3321
132,519,1106,1175
132,521,993,1023
132,522,4,4
132,524,265,275
132,525,644,656
132,526,1285,1314
132,527,1129,1173
132,528,12681,13021
132,832,7648,7761
132,856,118,134
132,857,629,933
132,859,683,1707
132,860,16,135
132,862,94,832
132,863,10946,11230
132,877,387,614
132,879,97,398
132,882,202,442
132,883,127,299
132,884,105,488
132,885,4,32
132,886,52,137
132,887,136,519
132,888,5,36
132,889,52,170
132,890,53,442
132,892,1080,1086
132,894,1201,1214
132,895,606,622
132,896,14284,14380
132,900,1113,2851
132,901,1469,2074
132,902,416,839
132,903,1841,2316
132,906,10010,11215
132,907,31550,32791
132,908,13895,15906
132,909,15184,18530
132,910,155291,181945
132,911,115059,116847
132,913,120,382
132,914,83,128
132,915,45,61
132,916,255,385
132,917,1069,1490
132,918,888,967
132,919,208,232
132,920,800,861
132,921,2217,2772
132,922,863,937
132,923,1109,1516
132,924,364,388
132,926,138,143
132,927,11,11
132,928,3556,4190
132,929,14577,15985
132,930,3662,3914
132,931,8338,9932
132,932,4705,5760
132,933,27,31
132,934,101,122
132,936,43,51
132,937,63,71
132,938,1730,2010
132,939,3,12
132,940,6366,10371
132,941,361,363
132,942,24405,24678
132,946,41,43
133,8,65,76
133,11,16,16
133,12,48,49
133,13,39,39
133,14,16,17
133,15,3,3
133,19,21,22
133,20,5,5
133,21,68,71
133,22,26,26
133,23,65,65
133,24,2,9
133,25,55,57
133,27,142,146
133,28,416,422
133,48,181253,621370
133,49,1848774,1876057
133,50,1664149,1682112
133,51,2269681,2299209
133,52,1170030,1188078
133,53,459013,466441
133,54,688905,705429
133,55,1531363,1567283
133,56,156,162
133,58,55,55
133,60,111,111
133,61,90,92
133,63,103,103
133,65,17,17
133,66,64,68
133,67,75,103
133,68,5,6
133,70,2,6
133,98,102,104
133,99,612,628
133,102,88,90
133,103,0,3
133,127,261,268
133,128,7130,7231
133,129,14061,14282
133,130,1005,1013
133,132,8316,8542
133,133,1098,1103
133,480,10,10
133,481,17,18
133,483,32,36
133,511,5,5
133,512,9,9
133,514,4,5
133,516,5,6
133,518,36,36
133,519,35,36
133,521,28,28
133,524,6,6
133,525,8,8
133,526,17,17
133,527,13,16
133,528,316,331
133,832,113,115
133,856,12,13
133,857,14,20
133,859,17,45
133,860,1,1
133,862,2,17
133,863,205,220
133,877,8,17
133,879,0,5
133,882,3,5
133,884,0,4
133,885,0,1
133,886,0,5
133,887,3,12
133,889,0,4
133,890,1,18
133,892,38,39
133,894,17,18
133,895,18,18
133,896,144,147
133,900,16,41
133,901,25,33
133,902,14,25
133,903,61,79
133,906,2241,2614
133,907,1705,1789
133,908,294,334
133,909,137,164
133,910,445,527
133,911,413,428
133,913,1,7
133,916,0,2
133,917,7,10
133,918,3,3
133,919,2,2
133,920,8,8
133,921,14,17
133,922,6,8
133,923,12,16
133,924,2,2
133,926,1,2
133,928,108,125
133,929,254,273
133,930,104,113
133,931,170,200
133,932,68,84
133,936,1,1
133,938,29,40
133,939,1,1
133,940,160,236
133,941,11,11
133,942,1543,1582
480,8,3275,3625
480,11,3040,3100
480,12,6403,6563
480,13,5783,5986
480,14,1495,1516
480,15,2082,2130
480,19,1,1
480,20,773,779
480,21,9774,10014
480,23,2364,2456
480,24,6,30
480,25,244,255
480,27,82,89
480,28,161,171
480,49,4,4
480,50,21,21
480,51,21,22
480,52,66,67
480,53,664,700
480,54,686,711
480,55,2785,2830
480,56,34,50
480,58,49,51
480,60,75,76
480,61,80,80
480,63,49,51
480,65,9,9
480,66,22,23
480,67,39,42
480,68,862,1282
480,70,518,1429
480,98,2180,2201
480,99,1097,1140
480,102,9,9
480,103,314,1091
480,127,129,140
480,128,336,337
480,129,253,254
480,130,346,347
480,132,1532,1536
480,133,23,23
480,480,2580,2638
480,481,10414,11061
480,483,57498,60078
480,511,471205,571654
480,512,669560,850903
480,514,213023,280676
480,516,227473,246304
480,518,143928,149801
480,519,55073,59499
480,521,40483,43761
480,522,98,100
480,524,5032,5380
480,525,9790,10081
480,526,11474,12095
480,527,16389,16846
480,528,84088,86589
480,832,113,117
480,856,59,71
480,857,149,234
480,859,133,260
480,860,5,34
480,862,52,230
480,863,1441,1491
480,877,350,638
480,879,89,362
480,882,913,1602
480,883,140,231
480,884,118,564
480,885,11,58
480,886,37,98
480,887,266,644
480,888,7,30
480,889,65,210
480,890,208,964
480,892,60,62
480,894,93,98
480,895,119,122
480,896,1603,1735
480,900,3382,6071
480,901,255,397
480,902,150,299
480,903,632,712
480,906,528,610
480,907,551,581
480,908,322,393
480,909,389,498
480,910,1917,2318
480,911,4180,4257
480,913,361,778
480,914,395,811
480,915,139,342
480,916,1539,3487
480,917,2023,2783
480,918,1347,1584
480,919,704,815
480,920,3905,4361
480,921,7221,9142
480,922,2937,3351
480,923,2659,3786
480,924,560,599
480,926,544,564
480,927,23,25
480,928,360,433
480,929,2677,2858
480,930,1820,1945
480,931,5559,6709
480,932,9311,11501
480,933,44,47
480,934,146,169
480,936,99,120
480,937,136,155
480,938,2061,2519
480,939,29,62
480,940,1324,1991
480,941,5,5
480,942,660,686
480,946,213,224
482,8,4110,5004
482,11,4676,4894
482,12,4671,4922
482,13,7102,7875
482,14,1049,1118
482,15,3043,3328
482,20,667,687
482,21,11749,12802
482,22,7,7
482,23,3092,3313
482,24,1,25
482,25,286,317
482,27,295,642
482,28,175,251
482,49,6,7
482,50,35,37
482,51,19,21
482,52,73,79
482,53,564,651
482,54,951,1254
482,55,6209,8792
482,56,1290,2822
482,58,166,272
482,60,115,133
482,61,110,130
482,63,133,155
482,65,44,47
482,66,76,83
482,67,171,229
482,68,1648,3030
482,70,393,1772
482,98,2908,3081
482,99,2348,2908
482,102,16,21
482,103,319,3343
482,127,152,184
482,128,423,510
482,129,230,271
482,130,344,464
482,132,1841,2161
482,133,30,37
482,480,28832,30043
482,481,98,112
482,483,485,557
482,511,177095,225617
482,512,130091,172614
482,514,25077,39194
482,516,55112,60653
482,518,233,262
482,519,92097,101397
482,521,62,79
482,522,122376,129744
482,524,39,41
482,525,53,55
482,526,171,178
482,527,19,19
482,528,67,72
482,832,88,140
482,856,91,127
482,857,106,217
482,859,167,635
482,860,2,26
482,862,14,517
482,863,4834,5338
482,877,296,863
482,879,48,326
482,882,758,2075
482,883,81,280
482,884,63,1009
482,885,1,45
482,886,10,139
482,887,105,709
482,888,4,93
482,889,27,338
482,890,61,3272
482,892,65,77
482,894,122,179
482,895,306,776
482,896,2324,10443
482,900,1499,4894
482,901,189,355
482,902,12,23
482,903,37,53
482,906,1262,1916
482,907,1006,1134
482,908,418,551
482,909,593,803
482,910,5869,11152
482,911,10178,10876
482,913,165,801
482,914,247,779
482,915,83,168
482,916,1348,3411
482,917,1065,1860
482,918,548,691
482,919,162,210
482,920,617,782
482,921,1568,2335
482,922,736,921
482,923,1083,1755
482,924,179,226
482,926,35,40
482,927,5,7
482,928,113,161
482,929,1376,1572
482,930,1064,1245
482,931,1401,1818
482,932,1190,1698
482,933,14,15
482,934,85,130
482,936,23,34
482,937,22,28
482,938,898,1291
482,939,9,176
482,940,1279,2431
482,941,17,27
482,942,4082,5627
482,946,32,35
483,8,5107,5777
483,11,4230,4309
483,12,7036,7310
483,13,7302,7859
483,14,2145,2190
483,15,3387,3559
483,19,2,2
483,20,1168,1181
483,21,26094,27183
483,22,1,1
483,23,4220,4390
483,24,4,32
483,25,243,263
483,27,97,109
483,28,168,176
483,49,2,3
483,50,25,25
483,51,23,23
483,52,213,213
483,53,834,884
483,54,1099,1150
483,55,4529,4614
483,56,31,36
483,58,43,48
483,60,114,114
483,61,90,90
483,63,89,95
483,65,23,24
483,66,57,58
483,67,49,53
483,68,5436,7726
483,70,1505,3775
483,98,3607,3658
483,99,1408,1516
483,102,6,8
483,103,1091,3457
483,127,115,126
483,128,378,381
483,129,373,385
483,130,318,319
483,132,2513,2534
483,133,28,28
483,480,50736,51316
483,481,66,72
483,483,2849,3215
483,511,220658,256439
483,512,201835,249866
483,514,61990,80568
483,516,263553,281054
483,518,757,879
483,519,347,399
483,521,313,358
483,522,4,4
483,524,108,110
483,525,79,81
483,526,325,356
483,527,158,168
483,528,1249,1335
483,832,141,149
483,856,101,116
483,857,132,223
483,859,212,488
483,860,7,22
483,862,104,974
483,863,2780,2931
483,877,643,1183
483,879,89,420
483,880,1,1
483,882,1336,3245
483,883,159,338
483,884,146,727
483,885,8,66
483,886,25,108
483,887,326,921
483,888,24,101
483,889,79,192
483,890,360,1879
483,892,83,88
483,894,169,184
483,895,240,280
483,896,2053,2219
483,900,285,711
483,901,33,50
483,902,17,30
483,903,170,190
483,906,1399,1621
483,907,963,1017
483,908,475,642
483,909,667,789
483,910,5215,6760
483,911,7654,7832
483,913,1762,3860
483,914,1573,2940
483,915,378,643
483,916,5721,11096
483,917,1258,1835
483,918,804,1017
483,919,328,399
483,920,795,916
483,921,2217,2926
483,922,772,929
483,923,1590,2279
483,924,261,295
483,926,113,114
483,927,17,17
483,928,504,626
483,929,5999,6489
483,930,3312,3605
483,931,15088,18282
483,932,2419,2926
483,933,35,47
483,934,114,132
483,936,64,84
483,937,79,94
483,938,1347,1635
483,939,62,117
483,940,1780,2995
483,941,30,34
483,942,808,882
483,946,72,77
511,8,27795,31195
511,11,435,460
511,12,411,443
511,13,355,386
511,14,78,85
511,15,38,40
511,19,1,1
511,20,31,33
511,21,38711,40741
511,22,1,1
511,23,67,72
511,24,2,3
511,25,8,10
511,27,7,8
511,28,10,11
511,49,1,1
511,50,8,8
511,52,3,4
511,53,16,20
511,54,19,20
511,55,179,191
511,56,21,24
511,58,4,4
511,60,4,4
511,61,1,2
511,63,1,1
511,65,1,1
511,66,2,2
511,67,6,12
511,68,148,212
511,70,22,74
511,98,85,91
511,99,56,63
511,102,3,4
511,103,5,27
511,127,12,13
511,128,6,7
511,129,3,4
511,130,5,6
511,132,42,45
511,133,11,14
511,480,229587,371360
511,481,141836,155633
511,483,242619,266627
511,511,1989,2179
511,512,647,742
511,513,360572,478074
511,514,580124,884325
511,515,1625522,2240957
511,516,559451,751706
511,517,280770,302196
511,518,345544,379711
511,519,217517,238954
511,521,103762,113609
511,522,714,771
511,524,37692,41413
511,525,96054,101034
511,526,108458,114389
511,527,42911,46319
511,528,519942,559284
511,832,16,17
511,856,13,16
511,857,13,15
511,859,4,6
511,860,0,1
511,862,1,7
511,863,92,103
511,877,32,66
511,879,3,17
511,882,27,53
511,883,0,3
511,884,3,16
511,886,1,5
511,887,13,29
511,888,1,1
511,889,3,12
511,890,4,52
511,892,8,9
511,894,3,4
511,895,2,2
511,896,99,122
511,900,6293,10810
511,901,1077,1453
511,902,1031,1525
511,903,1469,1948
511,906,23,27
511,907,26,30
511,908,60,63
511,909,8,12
511,910,62,78
511,911,150,160
511,913,149,407
511,914,6,28
511,915,2,4
511,916,54,113
511,917,322,431
511,918,156,177
511,919,54,59
511,920,225,260
511,921,568,729
511,922,166,182
511,923,310,401
511,924,53,63
511,926,14,15
511,927,3,5
511,928,484,622
511,929,1113,1209
511,930,3924,4367
511,931,24499,28183
511,932,40222,51814
511,933,6,7
511,934,20,20
511,936,16,17
511,937,24,28
511,938,189,239
511,939,4,12
511,940,192,316
511,941,1,1
511,942,51,57
511,946,12,13
512,8,17727,19791
512,11,463,486
512,12,767,798
512,13,686,713
512,14,192,199
512,15,152,157
512,20,69,70
512,21,29097,30215
512,22,1,1
512,23,131,144
512,24,4,6
512,25,9,9
512,27,3,4
512,28,10,10
512,50,4,4
512,51,1,1
512,52,12,13
512,53,46,46
512,54,55,59
512,55,247,257
512,56,5,6
512,58,4,5
512,60,5,5
512,61,5,5
512,63,4,4
512,66,2,2
512,67,3,4
512,68,97,155
512,70,22,63
512,98,123,125
512,99,76,77
512,102,1,1
512,103,19,50
512,127,7,10
512,128,11,11
512,129,18,18
512,130,12,13
512,132,97,97
512,133,7,7
512,480,632160,1014354
512,481,88723,95920
512,483,321873,348828
512,511,1009,1135
512,512,1324,1622
512,513,244176,334723
512,514,307304,460228
512,515,917658,1276550
512,516,311163,412137
512,517,394960,428537
512,518,456299,493916
512,519,109751,120023
512,521,88708,96247
512,522,494,518
512,524,25136,27105
512,525,59808,61742
512,526,67085,72452
512,527,48546,51376
512,528,484766,509578
512,832,25,25
512,856,13,16
512,857,10,14
512,859,7,13
512,860,0,2
512,862,4,15
512,863,135,143
512,877,59,99
512,879,4,21
512,882,29,68
512,883,3,11
512,884,10,36
512,885,0,19
512,886,1,6
512,887,15,48
512,889,4,11
512,890,10,168
512,892,5,5
512,894,14,14
512,895,13,13
512,896,152,161
512,900,11486,24207
512,901,496,734
512,902,763,1239
512,903,1226,1554
512,906,47,61
512,907,49,53
512,908,31,37
512,909,25,34
512,910,95,113
512,911,257,266
512,913,121,303
512,914,23,42
512,915,8,13
512,916,77,188
512,917,426,591
512,918,210,243
512,919,55,64
512,920,329,382
512,921,851,1078
512,922,239,281
512,923,506,681
512,924,76,80
512,926,23,23
512,927,4,6
512,928,334,402
512,929,850,909
512,930,3184,3477
512,931,10564,12693
512,932,52402,67083
512,933,7,7
512,934,27,29
512,936,19,23
512,937,26,27
512,938,212,254
512,939,10,16
512,940,246,377
512,942,85,95
512,946,17,17
513,511,351636,397417
513,512,256367,310879
514,8,11378,12754
514,11,1808,1875
514,12,2755,2884
514,13,2415,2529
514,14,623,646
514,15,381,398
514,20,213,220
514,21,17790,18694
514,23,596,623
514,24,2,5
514,25,78,84
514,27,35,36
514,28,92,96
514,50,10,12
514,51,6,6
514,52,34,34
514,53,92,97
514,54,106,112
514,55,1301,1335
514,56,40,44
514,58,40,40
514,60,10,10
514,61,17,18
514,63,15,15
514,65,4,5
514,66,16,16
514,67,12,21
514,68,70,134
514,70,108,212
514,98,572,588
514,99,525,558
514,102,4,4
514,103,28,80
514,127,16,17
514,128,50,53
514,129,59,64
514,130,119,125
514,132,244,254
514,133,6,6
514,480,177422,269225
514,481,16929,18819
514,483,100966,109856
514,511,765771,882437
514,512,421387,508812
514,514,481,631
514,515,15379,19010
514,516,68951,80024
514,517,138622,148525
514,518,124036,135908
514,519,58509,63566
514,521,37464,41367
514,522,111,122
514,524,6196,6828
514,525,15084,15985
514,526,14548,15521
514,527,9832,10387
514,528,61954,66063
514,832,70,74
514,856,44,50
514,857,86,136
514,859,41,97
514,860,0,4
514,862,7,73
514,863,644,686
514,877,132,209
514,879,25,86
514,882,181,331
514,883,57,76
514,884,43,127
514,885,2,41
514,886,15,37
514,887,110,234
514,888,1,6
514,889,28,57
514,890,62,646
514,892,31,31
514,894,44,47
514,895,65,69
514,896,881,918
514,900,4847,8305
514,901,300,385
514,902,301,444
514,903,513,612
514,906,116,133
514,907,68,76
514,908,54,58
514,909,40,45
514,910,102,133
514,911,362,369
514,913,161,320
514,914,59,180
514,915,21,49
514,916,302,652
514,917,2158,2872
514,918,1008,1156
514,919,340,401
514,920,1977,2234
514,921,3857,4944
514,922,1428,1599
514,923,2674,3495
514,924,442,500
514,926,131,149
514,927,45,46
514,928,160,184
514,929,721,747
514,930,1631,1753
514,931,10154,11874
514,932,19325,24785
514,933,51,53
514,934,98,116
514,936,116,128
514,937,125,133
514,938,1134,1360
514,939,18,36
514,940,432,581
514,941,2,2
514,942,376,405
514,946,109,115
515,480,0,1
515,511,1292779,1524477
515,512,641002,805424
515,514,18256,23599
516,8,15013,16797
516,11,3467,3598
516,12,6620,6949
516,13,5094,5474
516,14,1245,1307
516,15,1165,1246
516,20,645,659
516,21,23396,24829
516,22,2,2
516,23,1443,1521
516,24,4,13
516,25,225,272
516,27,55,61
516,28,104,123
516,49,1,2
516,50,13,14
516,51,22,22
516,52,36,38
516,53,184,204
516,54,284,312
516,55,1801,1898
516,56,34,47
516,58,33,38
516,60,42,43
516,61,26,30
516,63,25,31
516,65,14,16
516,66,12,13
516,67,14,14
516,68,181,300
516,70,290,609
516,98,1776,1833
516,99,787,890
516,102,7,7
516,103,109,296
516,127,57,65
516,128,120,124
516,129,308,321
516,130,138,142
516,132,717,732
516,133,11,11
516,480,137274,201043
516,481,29285,32792
516,483,311046,340792
516,511,609745,769745
516,512,254208,344016
516,514,47132,56635
516,516,2266,2442
516,517,13623,14968
516,518,490458,537620
516,519,79324,87274
516,521,53005,60314
516,522,177,185
516,524,11497,12952
516,525,26770,28131
516,526,23467,26588
516,527,17084,18109
516,528,121474,129133
516,832,82,88
516,856,67,75
516,857,136,250
516,859,91,198
516,860,6,26
516,862,27,129
516,863,1461,1585
516,877,249,468
516,879,69,224
516,882,649,1177
516,883,84,188
516,884,141,466
516,885,12,33
516,886,21,54
516,887,285,710
516,888,12,36
516,889,88,215
516,890,173,817
516,892,44,48
516,894,63,72
516,895,129,142
516,896,1315,1503
516,900,13658,27021
516,901,607,833
516,902,594,1045
516,903,1110,1360
516,906,319,377
516,907,209,245
516,908,142,178
516,909,107,141
516,910,426,589
516,911,1201,1254
516,913,243,580
516,914,190,370
516,915,73,147
516,916,1069,2346
516,917,4305,5820
516,918,1852,2221
516,919,819,1029
516,920,3590,4310
516,921,11232,15004
516,922,2750,3361
516,923,5775,8067
516,924,904,1026
516,926,258,285
516,927,70,85
516,928,177,205
516,929,497,574
516,930,1305,1448
516,931,8348,9983
516,932,62989,82503
516,933,81,90
516,934,282,341
516,936,187,254
516,937,314,348
516,938,2791,3542
516,939,35,63
516,940,602,927
516,941,5,5
516,942,524,599
516,946,231,236
517,480,1,1
517,511,277648,328020
517,512,261840,334040
517,514,102354,122019
517,516,11391,12095
517,521,1,1
518,8,6571,7330
518,11,3426,3496
518,12,3736,3818
518,13,7637,7970
518,14,2106,2150
518,15,3537,3676
518,19,2,2
518,20,880,896
518,21,34746,35865
518,22,2,2
518,23,2851,2948
518,24,7,26
518,25,254,270
518,27,115,117
518,28,231,241
518,49,5,5
518,50,75,75
518,51,34,34
518,52,203,204
518,53,771,807
518,54,1036,1060
518,55,4676,4763
518,56,17,19
518,58,38,39
518,60,186,187
518,61,85,85
518,63,95,95
518,65,19,19
518,66,26,27
518,67,53,59
518,68,5799,7546
518,70,1347,3455
518,98,3829,3878
518,99,1032,1088
518,102,10,10
518,103,1031,3252
518,127,175,179
518,128,320,325
518,129,819,828
518,130,323,325
518,132,3860,3881
518,133,59,60
518,480,141384,142661
518,481,38,43
518,483,1001,1108
518,511,352202,407552
518,512,313568,383837
518,514,94520,120220
518,516,492163,521323
518,518,2482,2842
518,519,639,714
518,521,761,804
518,522,2,2
518,524,47,52
518,525,115,117
518,526,36,38
518,527,166,180
518,528,190,198
518,832,121,126
518,856,92,108
518,857,195,285
518,859,173,332
518,860,6,34
518,862,74,256
518,863,2668,2793
518,877,733,1333
518,879,100,349
518,882,1350,2763
518,883,141,315
518,884,189,729
518,885,9,47
518,886,17,58
518,887,381,957
518,888,30,70
518,889,98,201
518,890,305,1389
518,892,77,82
518,894,172,179
518,895,185,198
518,896,1972,2071
518,900,232,472
518,901,34,44
518,902,14,21
518,903,120,125
518,906,2151,2465
518,907,1356,1419
518,908,743,942
518,909,787,933
518,910,10965,12624
518,911,12857,13136
518,913,4516,6922
518,914,887,2077
518,915,147,273
518,916,8098,16117
518,917,1338,1839
518,918,623,730
518,919,180,204
518,920,920,993
518,921,2964,3553
518,922,670,781
518,923,1863,2425
518,924,278,305
518,926,105,117
518,927,30,33
518,928,931,1098
518,929,8449,9180
518,930,4561,4977
518,931,30797,36251
518,932,4375,4969
518,933,30,32
518,934,110,123
518,936,77,89
518,937,115,120
518,938,1545,1800
518,939,100,162
518,940,3171,4653
518,941,14,14
518,942,850,881
518,946,88,96
519,8,5184,5803
519,11,4504,4721
519,12,3863,4009
519,13,7609,7887
519,14,1125,1167
519,15,2738,2854
519,19,1,1
519,20,927,958
519,21,30796,32003
519,22,7,7
519,23,2989,3175
519,24,17,42
519,25,239,249
519,27,89,91
519,28,120,126
519,49,6,6
519,50,28,29
519,51,38,38
519,52,140,142
519,53,566,583
519,54,794,839
519,55,3468,3626
519,56,30,38
519,58,29,34
519,60,89,89
519,61,56,57
519,63,57,59
519,65,21,21
519,66,21,21
519,67,34,39
519,68,5480,6821
519,70,1275,2954
519,98,3251,3349
519,99,952,999
519,102,8,10
519,103,827,2986
519,127,145,151
519,128,285,288
519,129,339,340
519,130,169,180
519,132,2487,2549
519,133,52,54
519,480,71467,73862
519,481,26234,30823
519,483,790,873
519,511,307442,365516
519,512,144357,180732
519,514,67323,88445
519,516,101424,109931
519,518,834,944
519,519,2477,2721
519,521,12406,13421
519,522,241,257
519,524,25268,28014
519,525,33427,36425
519,526,27689,33436
519,527,22340,24301
519,528,230209,259196
519,832,131,134
519,856,95,112
519,857,170,242
519,859,154,342
519,860,6,27
519,862,37,240
519,863,2320,2448
519,877,777,1360
519,879,117,359
519,882,882,1929
519,883,211,558
519,884,166,661
519,885,10,44
519,886,17,85
519,887,356,955
519,888,13,40
519,889,72,206
519,890,214,1266
519,892,80,81
519,894,139,145
519,895,187,200
519,896,1672,1770
519,900,250,470
